SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
116665-V	ЗАКАПЫВАТЬ КАПЛИ; ЗАКАПАТЬ; ЗАКАПАТЬ КАПЛИ; ЗАКАПАТЬ ЛЕКАРСТВО; ЗАКАПЫВАТЬ; ЗАКАПЫВАТЬСЯ	["111189-V", "106698-V"]	["ВВОДИТЬ ВНУТРЬ; ВВОДИТЬ; ВВЕСТИ ВНУТРЬ; ВВЕСТИ", "ВОДВОРЯТЬ; НАЙТИ МЕСТО; ВОДВОРИТЬ; ПОМЕСТИТЬ; ПОМЕЩАТЬ"]
116074-V	МОНТИРОВАТЬ; СМОНТИРОВАТЬ	["112095-V", "106493-V", "110790-V", "106557-V"]	["СОБИРАТЬСЯ; СОБРАТЬ; СОБИРАТЬ; ПОСОБИРАТЬ", "СОЗИДАТЬ; НАСОЗДАВАТЬ; СОЗИДАТЬСЯ; СОЗДАВАТЬ; СОЗДАТЬ", "ПРИШПАНДОРИТЬ; ПРИДЕЛАТЬ; ПРИДЕЛЫВАТЬ; ПРИКРЕПИТЬ; ПРИКРЕПЛЯТЬ; ПРИСОБАЧИВАТЬ; ПРИСОБАЧИТЬ", "СОЕДИНИТЬ; СОЕДИНЯТЬ В ОДНО ЦЕЛОЕ; СОЕДИНИТЬ В ОДНО ЦЕЛОЕ; СОЕДИНЯТЬ"]
125802-V	ВЫПЯЧИВАТЬСЯ; ВЫПУЧИТЬ; ВЫПЯТИТЬ; ВЫПЯТИТЬ ВПЕРЕД; ВЫПЯЧИВАТЬ	["111596-V", "112696-V", "125801-V"]	["ПЕРЕДВИНУТЬ; ДВИНУТЬ; ПЕРЕДВИГАТЬ; ПРИВОДИТЬ В ДВИЖЕНИЕ; ДВИГАТЬ; ПРИВЕСТИ В ДВИЖЕНИЕ", "СТАВИТЬ; ПОСТАВИТЬ; ПОСТАВИТЬ НА ОПРЕДЕЛЕННОЕ МЕСТО; СТАВИТЬ НА ОПРЕДЕЛЕННОЕ МЕСТО", "ВЫСТАВИТЬ; ВЫСТАВЛЯТЬ; ВЫДВИГАТЬ; ВЫДВИНУТЬ; ВЫНЕСТИ; ВЫНОСИТЬ"]
130952-V	ПРОТЯНУТЬ; ПРОТЯГИВАТЬ	["111596-V", "112696-V", "125801-V"]	["ПЕРЕДВИНУТЬ; ДВИНУТЬ; ПЕРЕДВИГАТЬ; ПРИВОДИТЬ В ДВИЖЕНИЕ; ДВИГАТЬ; ПРИВЕСТИ В ДВИЖЕНИЕ", "СТАВИТЬ; ПОСТАВИТЬ; ПОСТАВИТЬ НА ОПРЕДЕЛЕННОЕ МЕСТО; СТАВИТЬ НА ОПРЕДЕЛЕННОЕ МЕСТО", "ВЫСТАВИТЬ; ВЫСТАВЛЯТЬ; ВЫДВИГАТЬ; ВЫДВИНУТЬ; ВЫНЕСТИ; ВЫНОСИТЬ"]
142963-V	ВЫСУНУТЬ НАРУЖУ; ВЫСОВЫВАТЬ; ВЫСУНУТЬ	["111596-V", "112696-V", "125801-V"]	["ПЕРЕДВИНУТЬ; ДВИНУТЬ; ПЕРЕДВИГАТЬ; ПРИВОДИТЬ В ДВИЖЕНИЕ; ДВИГАТЬ; ПРИВЕСТИ В ДВИЖЕНИЕ", "СТАВИТЬ; ПОСТАВИТЬ; ПОСТАВИТЬ НА ОПРЕДЕЛЕННОЕ МЕСТО; СТАВИТЬ НА ОПРЕДЕЛЕННОЕ МЕСТО", "ВЫСТАВИТЬ; ВЫСТАВЛЯТЬ; ВЫДВИГАТЬ; ВЫДВИНУТЬ; ВЫНЕСТИ; ВЫНОСИТЬ"]
111035-V	ОПРОКИДЫВАТЬ; ОПРОКИНУТЬ	["106888-V", "111037-V", "106938-V", "111030-V"]	["ОБРАЩАТЬ; ОБРАТИТЬ; ПОВЕРНУТЬ; ПОВЕРТЫВАТЬ; ПОВОРАЧИВАТЬ; ИЗМЕНИТЬ ПОЛОЖЕНИЕ", "ПЕРЕВЕРТЫВАТЬ; ПЕРЕВОРАЧИВАТЬ; ПЕРЕВЕРНУТЬ; ПЕРЕВЕРНУТЬ ПРОТИВОПОЛОЖНОЙ СТОРОНОЙ", "ПЕРЕМЕЩАТЬ; ПЕРЕМЕСТИТЬ", "СВАЛИВАТЬ; ПОВЕРГАТЬ; ЗАВАЛИТЬ; ПОВАЛИТЬ; ЗАВАЛИВАТЬ; ВАЛИТЬ; СВАЛИТЬ; ПОВЕРГНУТЬ"]
118591-V	ВЫВОРОТИТЬ; ВЫВЕРНУТЬ НАРУЖУ; ВЫВОРАЧИВАТЬ НАРУЖУ; ВЫВЕРНУТЬ; ВЫВЕРТЫВАТЬ; ВЫВОРАЧИВАТЬ	["106888-V", "111037-V"]	["ОБРАЩАТЬ; ОБРАТИТЬ; ПОВЕРНУТЬ; ПОВЕРТЫВАТЬ; ПОВОРАЧИВАТЬ; ИЗМЕНИТЬ ПОЛОЖЕНИЕ", "ПЕРЕВЕРТЫВАТЬ; ПЕРЕВОРАЧИВАТЬ; ПЕРЕВЕРНУТЬ; ПЕРЕВЕРНУТЬ ПРОТИВОПОЛОЖНОЙ СТОРОНОЙ"]
139341-V	САМОРАСПУСТИТЬСЯ; САМОРАСПУСКАТЬСЯ	["117915-V", "150331-V", "106531-V", "106527-V", "115445-V"]	["ОСВОБОДИТЬ ОТ ОБЯЗАННОСТИ; ОСВОБОДИТЬ ОТ ИСПОЛНЕНИЯ ОБЯЗАННОСТИ; ОСВОБОЖДАТЬ; ОСВОБОДИТЬ", "ЛИКВИДИРОВАТЬСЯ; САМОЛИКВИДИРОВАТЬСЯ", "ПОЛОЖИТЬ ПРЕДЕЛ; ПОЛОЖИТЬ КОНЕЦ; ПРЕКРАТИТЬ; ПРЕКРАЩАТЬ", "ЗАКРЫВАТЬСЯ; ЗАКРЫВАТЬ; ПРИКРЫТЬСЯ; ПРИКРЫТЬ ДЕЯТЕЛЬНОСТЬ; ПРИКРЫТЬ; ПРИКРЫВАТЬСЯ; ПРИКРЫВАТЬ; ПОЗАКРЫВАТЬ; ЛИКВИДИРОВАТЬСЯ; ЛИКВИДИРОВАТЬ; ЗАКРЫТЬСЯ; ЗАКРЫТЬ", "РАСПУСТИТЬ; РАСПУСКАТЬ; РАСФОРМИРОВЫВАТЬ; РАСФОРМИРОВАТЬ"]
5272-V	ПОКАЗАТЬ ПО ТЕЛЕВИЗОРУ; ПЕРЕДАВАТЬ ПО ТЕЛЕВИДЕНИЮ; ПЕРЕДАВАТЬ ПО ТЕЛЕВИЗОРУ; ПЕРЕДАТЬ ПО ТЕЛЕВИДЕНИЮ; ПЕРЕДАТЬ ПО ТЕЛЕВИЗОРУ; ПОКАЗАТЬ ПО ТЕЛЕВИДЕНИЮ; ПОКАЗЫВАТЬ ПО ТЕЛЕВИДЕНИЮ; ПОКАЗЫВАТЬ ПО ТЕЛЕВИЗОРУ; ТРАНСЛИРОВАТЬ ПО ТЕЛЕВИДЕНИЮ; ТРАНСЛИРОВАТЬ ПО ТЕЛЕВИЗОРУ; ТРАНСЛИРОВАТЬСЯ ПО ТЕЛЕВИДЕНИЮ; ТРАНСЛИРОВАТЬСЯ ПО ТЕЛЕВИЗОРУ	["1374-V", "113973-V"]	["ВЕЩАТЬ; ВЕСТИ ВЕЩАНИЕ", "ПЕРЕДАВАТЬ; ПЕРЕДАТЬ"]
146967-V	ТРАНСЛИРОВАТЬ ОНЛАЙН; ТРАНСЛИРОВАТЬ ЧЕРЕЗ ИНТЕРНЕТ	["1374-V", "113973-V"]	["ВЕЩАТЬ; ВЕСТИ ВЕЩАНИЕ", "ПЕРЕДАВАТЬ; ПЕРЕДАТЬ"]
126685-V	УДРУЖИТЬ ТАК УДРУЖИТЬ; ОКАЗАТЬ ПЛОХУЮ УСЛУГУ; УДРУЖИТЬ	["110479-V", "106548-V"]	["ПРИЧИНИТЬ; ПРИЧИНЯТЬ; НАНЕСТИ; НАНОСИТЬ", "ПРИНОСИТЬ ВРЕД; НАНОСИТЬ УРОН; НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР; НАНОСИТЬ ВРЕД; НАНЕСТИ УЩЕРБ; НАНЕСТИ УРОН; НАНЕСТИ ВРЕД; НАВРЕДИТЬ; ВРЕДИТЬ; УСТРОИТЬ НЕПРИЯТНОСТЬ; ПРИЧИНЯТЬ ВРЕД; ПРИЧИНИТЬ ВРЕД; НАНОСИТЬ УЩЕРБ"]
131388-V	ЗАЛЕЧИТЬ; ЗАЛЕЧИВАТЬ	["110479-V", "106548-V"]	["ПРИЧИНИТЬ; ПРИЧИНЯТЬ; НАНЕСТИ; НАНОСИТЬ", "ПРИНОСИТЬ ВРЕД; НАНОСИТЬ УРОН; НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР; НАНОСИТЬ ВРЕД; НАНЕСТИ УЩЕРБ; НАНЕСТИ УРОН; НАНЕСТИ ВРЕД; НАВРЕДИТЬ; ВРЕДИТЬ; УСТРОИТЬ НЕПРИЯТНОСТЬ; ПРИЧИНЯТЬ ВРЕД; ПРИЧИНИТЬ ВРЕД; НАНОСИТЬ УЩЕРБ"]
133363-V	ОСЛЕПЛЯТЬ; ЛИШИТЬ ЗРЕНИЯ; ОСЛЕПИТЬ	["110479-V", "106548-V"]	["ПРИЧИНИТЬ; ПРИЧИНЯТЬ; НАНЕСТИ; НАНОСИТЬ", "ПРИНОСИТЬ ВРЕД; НАНОСИТЬ УРОН; НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР; НАНОСИТЬ ВРЕД; НАНЕСТИ УЩЕРБ; НАНЕСТИ УРОН; НАНЕСТИ ВРЕД; НАВРЕДИТЬ; ВРЕДИТЬ; УСТРОИТЬ НЕПРИЯТНОСТЬ; ПРИЧИНЯТЬ ВРЕД; ПРИЧИНИТЬ ВРЕД; НАНОСИТЬ УЩЕРБ"]
139708-V	УРОДОВАТЬ ХАРАКТЕР; УРОДОВАТЬ НРАВСТВЕННО; УРОДОВАТЬ ДУШУ; ПОКАЛЕЧИТЬ; КАЛЕЧИТЬ ХАРАКТЕР; КАЛЕЧИТЬ НРАВСТВЕННО; КАЛЕЧИТЬ ДУШУ; КАЛЕЧИТЬ; ИСКАЛЕЧИТЬ; ИСКАЛЕЧИТЬ НРАВСТВЕННО	["110479-V", "106548-V"]	["ПРИЧИНИТЬ; ПРИЧИНЯТЬ; НАНЕСТИ; НАНОСИТЬ", "ПРИНОСИТЬ ВРЕД; НАНОСИТЬ УРОН; НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР; НАНОСИТЬ ВРЕД; НАНЕСТИ УЩЕРБ; НАНЕСТИ УРОН; НАНЕСТИ ВРЕД; НАВРЕДИТЬ; ВРЕДИТЬ; УСТРОИТЬ НЕПРИЯТНОСТЬ; ПРИЧИНЯТЬ ВРЕД; ПРИЧИНИТЬ ВРЕД; НАНОСИТЬ УЩЕРБ"]
111851-V	ВЫКОЛАЧИВАТЬ; ВЫБИТЬ; ВЫБИВАТЬ; ВЫКОЛОТИТЬ	["107011-V", "108870-V"]	["ПОЧИСТИТЬСЯ; ЧИСТИТЬСЯ; ОЧИЩАТЬ; НАЧИСТИТЬ; УДАЛЯТЬ ГРЯЗЬ; ВЫЧИСТИТЬ; ОТЧИЩАТЬ; УДАЛИТЬ ГРЯЗЬ; ОЧИСТИТЬ ОТ ГРЯЗИ; ОЧИСТИТЬ; ОТЧИСТИТЬ; ВЫЧИСТИТЬСЯ; ВЫЧИЩАТЬ; НАЧИЩАТЬ; ДОЧИСТИТЬ; ДОЧИЩАТЬ; ПОЧИСТИТЬ; ОЧИЩАТЬ ОТ ГРЯЗИ; ЧИСТИТЬ", "ОТДАЛИТЬ; ОТДАЛЯТЬ; УДАЛИТЬ; УДАЛЯТЬ"]
111867-V	ВЫЛИЗЫВАТЬ; ОБЛИЗАТЬ; ВЫЛИЗАТЬ; ОБЛИЗЫВАТЬ	["107011-V", "108870-V"]	["ПОЧИСТИТЬСЯ; ЧИСТИТЬСЯ; ОЧИЩАТЬ; НАЧИСТИТЬ; УДАЛЯТЬ ГРЯЗЬ; ВЫЧИСТИТЬ; ОТЧИЩАТЬ; УДАЛИТЬ ГРЯЗЬ; ОЧИСТИТЬ ОТ ГРЯЗИ; ОЧИСТИТЬ; ОТЧИСТИТЬ; ВЫЧИСТИТЬСЯ; ВЫЧИЩАТЬ; НАЧИЩАТЬ; ДОЧИСТИТЬ; ДОЧИЩАТЬ; ПОЧИСТИТЬ; ОЧИЩАТЬ ОТ ГРЯЗИ; ЧИСТИТЬ", "ОТДАЛИТЬ; ОТДАЛЯТЬ; УДАЛИТЬ; УДАЛЯТЬ"]
111974-V	ОБЧИСТИТЬ; ОБЧИЩАТЬ	["107011-V", "108870-V"]	["ПОЧИСТИТЬСЯ; ЧИСТИТЬСЯ; ОЧИЩАТЬ; НАЧИСТИТЬ; УДАЛЯТЬ ГРЯЗЬ; ВЫЧИСТИТЬ; ОТЧИЩАТЬ; УДАЛИТЬ ГРЯЗЬ; ОЧИСТИТЬ ОТ ГРЯЗИ; ОЧИСТИТЬ; ОТЧИСТИТЬ; ВЫЧИСТИТЬСЯ; ВЫЧИЩАТЬ; НАЧИЩАТЬ; ДОЧИСТИТЬ; ДОЧИЩАТЬ; ПОЧИСТИТЬ; ОЧИЩАТЬ ОТ ГРЯЗИ; ЧИСТИТЬ", "ОТДАЛИТЬ; ОТДАЛЯТЬ; УДАЛИТЬ; УДАЛЯТЬ"]
139911-V	ЧИСТИТЬ ОБУВЬ	["107011-V", "108870-V"]	["ПОЧИСТИТЬСЯ; ЧИСТИТЬСЯ; ОЧИЩАТЬ; НАЧИСТИТЬ; УДАЛЯТЬ ГРЯЗЬ; ВЫЧИСТИТЬ; ОТЧИЩАТЬ; УДАЛИТЬ ГРЯЗЬ; ОЧИСТИТЬ ОТ ГРЯЗИ; ОЧИСТИТЬ; ОТЧИСТИТЬ; ВЫЧИСТИТЬСЯ; ВЫЧИЩАТЬ; НАЧИЩАТЬ; ДОЧИСТИТЬ; ДОЧИЩАТЬ; ПОЧИСТИТЬ; ОЧИЩАТЬ ОТ ГРЯЗИ; ЧИСТИТЬ", "ОТДАЛИТЬ; ОТДАЛЯТЬ; УДАЛИТЬ; УДАЛЯТЬ"]
117077-V	НАПЫЛЯТЬ; НАПЫЛИТЬ	["146751-V", "111881-V"]	["ОБРАБАТЫВАТЬ ПОВЕРХНОСТЬ; ОБРАБОТАТЬ ПОВЕРХНОСТЬ; ПРОЙТИСЬ ПО ПОВЕРХНОСТИ", "НАНОСИТЬСЯ НА ПОВЕРХНОСТЬ; НАНЕСТИ; НАНЕСТИ НА ПОВЕРХНОСТЬ; НАНОСИТЬ; НАНОСИТЬ НА ПОВЕРХНОСТЬ; НАНОСИТЬСЯ"]
111764-V	СНАРЯДИТЬ В ДОРОГУ; СНАРЯДИТЬ; СНАРЯДИТЬ В ПУТЬ; СНАРЯЖАТЬ; СНАРЯЖАТЬ В ДОРОГУ; СНАРЯЖАТЬ В ПУТЬ; СНАРЯЖАТЬСЯ	["112144-V", "111763-V"]	["ОБЕСПЕЧИТЬ; ОБЕСПЕЧИВАТЬ; СНАБЖАТЬ; СНАБДИТЬ; ОБЕСПЕЧИВАТЬСЯ", "ЭКИПИРОВАТЬ"]
111765-V	ОБМУНДИРОВЫВАТЬ; ОБМУНДИРОВАТЬ	["112144-V", "111763-V"]	["ОБЕСПЕЧИТЬ; ОБЕСПЕЧИВАТЬ; СНАБЖАТЬ; СНАБДИТЬ; ОБЕСПЕЧИВАТЬСЯ", "ЭКИПИРОВАТЬ"]
143721-V	РЕТРАНСЛИРОВАТЬ	["117587-V", "113973-V"]	["ТРАНСЛИРОВАТЬ; ПРОТРАНСЛИРОВАТЬ; ВЫПУСКАТЬ В ЭФИР; ВЫПУСТИТЬ В ЭФИР", "ПЕРЕДАВАТЬ; ПЕРЕДАТЬ"]
131353-V	СКОВЫВАТЬ; ЗАКОВАТЬ; ЗАКОВАТЬ ЛЬДОМ; ЗАКОВАТЬ МОРОЗОМ; ЗАКОВЫВАТЬ; СКОВАТЬ; СКОВАТЬ ЛЬДОМ; СКОВАТЬ МОРОЗОМ	["111104-V", "131354-V"]	["ОХЛАЖДАТЬ; УМЕНЬШИТЬ ТЕМПЕРАТУРУ; СТУДИТЬ; ОХЛАДИТЬ; ОСТУЖАТЬ; ОСТУДИТЬ; ХОЛОДИТЬ; СНИЗИТЬ ТЕМПЕРАТУРУ; НАХОЛОДИТЬ", "ЗАМОРОЗИТЬ; ЗАМОРАЖИВАТЬ; МОРОЗИТЬ; ПРОМОРАЖИВАТЬ; ПРОМОРОЗИТЬ; ЛЕДЕНИТЬ"]
151422-V	СМЕРТНИК ВЗОРВАЛСЯ; ВЗОРВАТЬ НА СЕБЕ; ВЗОРВАТЬ СЕБЯ; ПОДОРВАТЬ СЕБЯ; СЕБЯ ВЗОРВАТЬ; СЕБЯ ПОДОРВАТЬ; СМЕРТНИК АТАКОВАЛ; АТАКОВАЛ СМЕРТНИК	["151440-V", "139354-V", "3758-V"]	["ТЕРРОРИСТЫ НАПАЛИ; ТЕРРОРИСТ АТАКОВАЛ", "БОМБА СРАБОТАЛА; ВЗОРВАТЬ БОМБУ; ВЗРЫВНОЕ УСТРОЙСТВО СРАБОТАЛО", "ВЗЛЕТАТЬ НА ВОЗДУХ; РВАНУТЬ; ПРОГРЕМЕТЬ ВЗРЫВ; ПОДРЫВАТЬСЯ; ПОДОРВАТЬСЯ; НА ВОЗДУХ ВЗЛЕТЕТЬ; В НЕБО ВЗЛЕТЕТЬ; ВЗРЫВ ПРОГРЕМЕЛ; ВЗРЫВАТЬСЯ; ВЗОРВАТЬСЯ; ВЗЛЕТЕТЬ НА ВОЗДУХ; ВЗЛЕТЕТЬ В НЕБО; ВЗЛЕТЕТЬ В ВОЗДУХ"]
116466-V	СГОНЯТЬ; НАГНАТЬ; НАГОНЯТЬ; СОГНАТЬ; СОГНАТЬ ВМЕСТЕ	["112077-V", "148396-V"]	["НАСОБИРАТЬ; ПОДСОБРАТЬ; ПОСОБИРАТЬ; СОБИРАТЬ; СОБИРАТЬ В ОДНОМ МЕСТЕ; СОБРАТЬ; СОБРАТЬ В ОДНОМ МЕСТЕ", "СОБРАТЬ ЛЮДЕЙ; СОБИРАТЬ ЛЮДЕЙ"]
139510-V	ЗАГЛУШИТЬ РАБОТУ; ЗАГЛУШАТЬ; ЗАГЛУШИТЬ	["111842-V", "107417-V", "106531-V"]	["ВЫРУБИТЬ РУБИЛЬНИК; ВЫРУБИТЬСЯ; ВЫРУБИТЬ; ВЫРУБАТЬСЯ; ВЫРУБАТЬ; ВЫКЛЮЧИТЬ; ВЫКЛЮЧАТЬ", "ОТЪЕДИНЯТЬ; ОТНИМАТЬ; ОТНИМАТЬСЯ; ОТНЯТЬ; ОТДЕЛЯТЬ; ОТСОЕДИНИТЬ; ОТДЕЛИТЬ ЧАСТЬ; ОТДЕЛИТЬ; ОТСОЕДИНЯТЬ; ОТЪЕДИНИТЬ", "ПОЛОЖИТЬ ПРЕДЕЛ; ПОЛОЖИТЬ КОНЕЦ; ПРЕКРАТИТЬ; ПРЕКРАЩАТЬ"]
153084-V	ЗАГЛУШИТЬ ДВИГАТЕЛЬ; ВЫКЛЮЧИТЬ ДВИГАТЕЛЬ; ВЫКЛЮЧИТЬ МОТОР; ГЛУШИТЬ ДВИГАТЕЛЬ; ГЛУШИТЬ МОТОР	["111842-V", "107417-V", "106531-V"]	["ВЫРУБИТЬ РУБИЛЬНИК; ВЫРУБИТЬСЯ; ВЫРУБИТЬ; ВЫРУБАТЬСЯ; ВЫРУБАТЬ; ВЫКЛЮЧИТЬ; ВЫКЛЮЧАТЬ", "ОТЪЕДИНЯТЬ; ОТНИМАТЬ; ОТНИМАТЬСЯ; ОТНЯТЬ; ОТДЕЛЯТЬ; ОТСОЕДИНИТЬ; ОТДЕЛИТЬ ЧАСТЬ; ОТДЕЛИТЬ; ОТСОЕДИНЯТЬ; ОТЪЕДИНИТЬ", "ПОЛОЖИТЬ ПРЕДЕЛ; ПОЛОЖИТЬ КОНЕЦ; ПРЕКРАТИТЬ; ПРЕКРАЩАТЬ"]
135571-V	УСРЕДНИТЬ; УСРЕДНЯТЬ	["106631-V", "128281-V"]	["ВНОСИТЬ ИЗМЕНЕНИЯ; ПЕРЕМЕНИТЬ; МЕНЯТЬ; ИЗМЕНЯТЬ; ИЗМЕНИТЬ; ВНЕСТИ ИЗМЕНЕНИЯ", "ПРИБЛИЖАТЬ; ПРИБЛИЗИТЬ"]
117565-V	ПЕРЕКРОИТЬ; ПЕРЕКРАИВАТЬ	["106495-V", "107412-V", "111861-V"]	["ВЫПУСКАТЬ; СРАБОТАТЬ; СРАБАТЫВАТЬ; СДЕЛАТЬ; ПРОИЗВОДИТЬ; ПРОИЗВЕСТИ; НАВЫПУСКАТЬ; ИЗГОТОВЛЯТЬСЯ; ИЗГОТОВЛЯТЬ; ИЗГОТОВИТЬ; ИЗГОТАВЛИВАТЬСЯ; ИЗГОТАВЛИВАТЬ; ДЕЛАТЬСЯ; ДЕЛАТЬ; ВЫРАБОТАТЬ; ВЫРАБАТЫВАТЬСЯ; ВЫРАБАТЫВАТЬ; ВЫПУСТИТЬ; ВЫПОЛНЯТЬ ИЗ; ВЫПОЛНИТЬ ИЗ", "РЕЗАТЬ НА ЧАСТИ; РЕЗАТЬ; РАЗРЕЗАТЬ НА ЧАСТИ; РАЗРЕЗАТЬ; ПОРЕЗАТЬ; НАРЕЗАТЬСЯ; НАРЕЗАТЬ; ДОРЕЗАТЬ", "ВЫКРОИТЬ; ЗАКРОИТЬ; КРОИТЬ; РАСКРОИТЬ; РАСКРАИВАТЬ; ЗАКРАИВАТЬ; СКРОИТЬ; ВЫКРАИВАТЬ"]
147156-V	ТЯНУТЬСЯ; ТЯНУТЬСЯ, ЧТОБЫ ДОСТАТЬ; ПОТЯНУТЬСЯ	["130131-V", "106719-V"]	["ТЯНУТЬ; ВЫТЯНУТЬ В ДЛИНУ; ВЫТЯНУТЬ; ВЫТЯГИВАТЬ", "УДЛИНИТЬ; УДЛИНЯТЬ; УВЕЛИЧИВАТЬ В ДЛИНУ; УВЕЛИЧИТЬ В ДЛИНУ"]
118710-V	ДЕРЖАТЬСЯ; ПРИДЕРЖИВАТЬСЯ; ПРИДЕРЖИВАТЬСЯ ПРИНЦИПА	["106504-V", "145869-V", "118433-V"]	["ПОСТУПАТЬ; СОВЕРШИТЬ ПОСТУПОК; СОВЕРШАТЬ ПОСТУПОК; ПОСТУПИТЬ; ТВОРИТЬ", "ПРИНЯТЬ КАК ПРАВИЛЬНОЕ; ПРИНИМАТЬ; ПРИНЯТЬ", "РУКОВОДСТВОВАТЬСЯ; ПОСТУПАТЬ В СООТВЕТСТВИИ; ПОСТУПАТЬ СОГЛАСНО; СЛЕДОВАТЬ; ПОСЛЕДОВАТЬ"]
146451-V	СЛЕДОВАТЬ ПРИМЕРУ; БРАТЬ ПРИМЕР; РАВНЯТЬСЯ; РАВНЯТЬСЯ НА ПРИМЕР; СЛЕДОВАТЬ ОБРАЗЦУ; РАВНЯТЬСЯ НА ОБРАЗЕЦ; РАВНЯТЬСЯ НА	["106504-V", "145869-V", "118433-V"]	["ПОСТУПАТЬ; СОВЕРШИТЬ ПОСТУПОК; СОВЕРШАТЬ ПОСТУПОК; ПОСТУПИТЬ; ТВОРИТЬ", "ПРИНЯТЬ КАК ПРАВИЛЬНОЕ; ПРИНИМАТЬ; ПРИНЯТЬ", "РУКОВОДСТВОВАТЬСЯ; ПОСТУПАТЬ В СООТВЕТСТВИИ; ПОСТУПАТЬ СОГЛАСНО; СЛЕДОВАТЬ; ПОСЛЕДОВАТЬ"]
117209-V	ЗАТАСКАТЬСЯ; ЗАНАШИВАТЬСЯ; ЗАНОСИТЬСЯ; ЗАТАСКИВАТЬСЯ	["117205-V", "116360-V"]	["ТРЕПАТЬСЯ; ОБТРЕПЫВАТЬСЯ; ПОИСТРЕПАТЬСЯ; ПОТРЕПАТЬСЯ; ИСТРЕПАТЬСЯ; ОБТРЕПАТЬСЯ", "ВЫНАШИВАТЬ; СНАШИВАТЬСЯ; СНАШИВАТЬ; ИЗНАШИВАТЬСЯ; СНОСИТЬСЯ; СНОСИТЬ; ИЗНАШИВАТЬ; ПОИЗНОСИТЬСЯ; ИЗНОСИТЬСЯ ОТ УПОТРЕБЛЕНИЯ; ИЗНОСИТЬСЯ; ИЗНОСИТЬ"]
111617-V	ОТРАЖАТЬ ИЗОБРАЖЕНИЕ; ОТРАЗИТЬ ИЗОБРАЖЕНИЕ; ОТРАЗИТЬ; ОТРАЖАТЬ	["106493-V", "110447-V"]	["СОЗИДАТЬ; НАСОЗДАВАТЬ; СОЗИДАТЬСЯ; СОЗДАВАТЬ; СОЗДАТЬ", "ВОСПРОИЗВОДИТЬ; ВОСПРОИЗВЕСТИ"]
111618-V	ОТОБРАЗИТЬ; ОТРАЗИТЬ; ОТОБРАЖАТЬ; ОТРАЖАТЬ	["106493-V", "110447-V"]	["СОЗИДАТЬ; НАСОЗДАВАТЬ; СОЗИДАТЬСЯ; СОЗДАВАТЬ; СОЗДАТЬ", "ВОСПРОИЗВОДИТЬ; ВОСПРОИЗВЕСТИ"]
136166-V	ПРЕДСТАВИТЬ В ВИЗУАЛЬНОЙ ФОРМЕ	["106493-V", "110447-V"]	["СОЗИДАТЬ; НАСОЗДАВАТЬ; СОЗИДАТЬСЯ; СОЗДАВАТЬ; СОЗДАТЬ", "ВОСПРОИЗВОДИТЬ; ВОСПРОИЗВЕСТИ"]
137896-V	ВОСПРОИЗВОДИТЬ ЗВУК; ВОСПРОИЗВОДИТЬ ЗАПИСЬ	["106493-V", "110447-V"]	["СОЗИДАТЬ; НАСОЗДАВАТЬ; СОЗИДАТЬСЯ; СОЗДАВАТЬ; СОЗДАТЬ", "ВОСПРОИЗВОДИТЬ; ВОСПРОИЗВЕСТИ"]
106873-V	ВРУЧАТЬ; ПЕРЕДОВЕРЯТЬ; ВВЕРЯТЬ; ВРУЧИТЬ; ВВЕРИТЬ; ДОВЕРИТЬ; ДОВЕРЯТЬ; ОБЛЕЧЬ ДОВЕРИЕМ; ПЕРЕДОВЕРИТЬ	["106866-V", "121095-V", "116820-V"]	["РАЗДАВАТЬ ПОРУЧЕНИЯ; РАЗДАТЬ ПОРУЧЕНИЯ; ДАВАТЬ ПОРУЧЕНИЕ; ДАТЬ ПОРУЧЕНИЕ; ПОРУЧАТЬ; ПОРУЧАТЬСЯ; ПОРУЧИТЬ", "ОЗАДАЧИТЬ; ЗАДАВАТЬ; ЗАДАВАТЬСЯ; ЗАДАТЬ; НАЗАДАВАТЬ; ОЗАДАЧИВАТЬ; ДАТЬ ЗАДАНИЕ; ПОЗАДАВАТЬ; ДАВАТЬ ЗАДАНИЕ", "ВМЕНЯТЬ В ОБЯЗАННОСТЬ; ВМЕНИТЬ; ВМЕНИТЬ В ОБЯЗАННОСТЬ; ОБЯЗЫВАТЬ; ОБЯЗАТЬ; ВМЕНЯТЬ; НАЛОЖИТЬ ОБЯЗАННОСТЬ; НАКЛАДЫВАЕТСЯ ОБЯЗАТЕЛЬСТВО; НАКЛАДЫВАЕТСЯ ОБЯЗАННОСТЬ"]
